"ID","","","","","","","","","","","","TaxonLevel","","","","","","","","","","","","","","","","","","","","","","<i>Genus Species </i>"
"14300028","","","","","","","","","","","","FAMILY","","","","","","","","","","","","","","","","","","","","","",""
"14300029","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Balaenoptera robusta</i>","","","","","<i>Cyphonotus</i> <i>nomen nudum</i> <i>Cyphonotus</i> <i> Rhachianectes </i>","<i>Agaphelus</i> <i>Balaena gibbosa</i> <i>Megaptera novaeangliae</i> <i>Agaphelus</i> <i>Eschrichtius</i> <i>Species obscurae</i> <i>Agaphelus</i>","","","",""
"14300030","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>gibbosus</i> <i>glaucus</i>","","","","","<i>Eschrichtius robustus </i>"
"14300031","","","","","","","","","","","","FAMILY","","","","","","","","","","","","","","","","","","","","","",""
"14300032","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Balaena</i> <i>Caperea</i> <i>antipodarum</i> <i>Balaena marginata</i>","","","","","<i>Neobalaena</i>","","","","",""
"14300033","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>antipodarum</i>","","","","","<i>Caperea marginata </i>"
"14300034","","","","","","","","","","","","SUBORDER","","","","","","","","","","","","","","","","","","","","","",""
"14300035","","","","","","","","","","","","FAMILY","","","","","","","","","","","","","","","","","","<i>Orcaella</i> <i>a</i>","","","",""
"14300036","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus heavisidii</i>","","","","","<i>Eutropia</i>","","","","",""
"14300037","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","<i>C. c. commersonii</i> <i>C. c</i>","","<i>floweri</i>","","","","","<i>Cephalorhynchus commersonii </i>"
"14300038","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>albiventris</i> <i>in</i> <i>obtusata</i>","<i>Tursio?</i> <i>panope</i> <i>Lagenorhynchus obscurus</i>","","","","<i>Cephalorhynchus eutropia </i>"
"14300039","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>hastatus</i>","","","","","<i>Cephalorhynchus heavisidii </i>"
"14300040","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>albifrons</i> <i>maui</i>","<i>C. h. maui</i>","","","","<i>Cephalorhynchus hectori </i>"
"14300041","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Cephalorhynchus hectori </i>"
"14300042","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Cephalorhynchus hectori </i>"
"14300043","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus delphis</i>","","","","","<i>Eudelphinus</i> <i>Rhinodelphis</i>","","","","",""
"14300044","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>bairdii</i> <i>major</i> <i>tropicalis</i>","<i>D. tropicalis</i>","","","","<i>Delphinus capensis </i>"
"14300045","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>fulvofasciatus</i> <i>janira</i> <i>pomeegra </i> <i> vulgaris</i> <i>ponticus</i>","<i>D. d. ponticus </i>","","","","<i>Delphinus delphis </i>"
"14300046","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Delphinus delphis </i>"
"14300047","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Delphinus delphis </i>"
"14300048","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus intermedius</i> <i>Feresa attenuata</i>","","","","","","<i>Delphinus intermedius</i> <i>Delphinus intermedius</i> <i>Globicephala melas</i> <i>Grampus intermedius</i> <i>Orca intermedia</i>","","","",""
"14300049","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>intermedius</i> <i>occulta</i>","","","","","<i>Feresa attenuata </i>"
"14300050","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus globiceps</i> <i>Delphinus melas</i>","","","","","<i>Cetus</i> <i>Globiceps</i> <i>Sphaerocephalus</i>","","","","",""
"14300051","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>brachypterus</i> <i>scammonii</i> <i>sieboldii</i>","","","","","<i>Globicephala macrorhynchus </i>"
"14300052","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>globiceps</i> <i>svineval</i> <i>edwardii</i> <i>leucosagmaphora </i>","<i>G. melaena</i> <i>d</i> <i>melas</i> <i>a</i> <i>b</i> <i>G. m. melas</i> <i>G. m. edwardii</i> <i>G. melas</i>","","","","<i>Globicephala melas </i>"
"14300053","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Globicephala melas </i>"
"14300054","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Globicephala melas </i>"
"14300055","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus griseus</i>","","","","","<i>Grampidelphis</i> <i>Grayius</i>","","","","",""
"14300056","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>rissoanus</i> <i>stearnsii</i>","<i>rectipinna</i> <i>Orcinus orca</i>","","","","<i>Grampus griseus </i>"
"14300057","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Lagenodelphis hosei</i>","","","","","","","","","",""
"14300058","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Lagenodelphis hosei </i>"
"14300059","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus albirostris</i>","","","","","<i>Electra</i> <i>Leucopleurus</i> <i>Sagmatius</i>","","","","",""
"14300060","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","<i>L. acutus</i> <i>L. albirostris</i>","","<i>gubernator</i> <i>leucopleurus</i> <i>perspicillatus </i>","","","","","<i>Lagenorhynchus acutus </i>"
"14300061","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","<i>L. albirostris</i> <i>L. acutus</i>","","<i>pseudotursio</i> <i>ibseni</i>","","","","","<i>Lagenorhynchus albirostris </i>"
"14300062","","","","","","","","","","","","SPECIES","","","","","","","<i>in</i>","","","","","","","","","","<i>amblodon</i> <i>chilensis</i>","<i>cruciger</i> <i>a</i> <i>a</i>","","","","<i>Lagenorhynchus australis </i>"
"14300063","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>albigena</i> <i>bivitattus</i> <i>clanculus</i> <i>wilsoni</i>","<i>australis</i> <i>obscurus</i> <i>a</i> <i>australis</i> <i>obscurus</i>","","","","<i>Lagenorhynchus cruciger </i>"
"14300064","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>longidens</i> <i>ognevi</i>","<i>L. obscurus</i> <i>Lagenorhynchus thicolea</i> <i>L. obliquidens</i> <i>Lissodelphis</i>","","","","<i>Lagenorhynchus obliquidens </i>"
"14300065","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>similis</i> <i>supercilliosus </i> <i>fitzroyi</i> <i>breviceps</i> <i>panope</i> <i>in</i>","<i>cruciger</i> <i>a</i> <i>a</i> <i>Cephalorhynchus commersonii</i> <i> L. o. obscurus</i> <i>L. o. fitzroyi</i>","","","","<i>Lagenorhynchus obscurus </i>"
"14300066","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Lagenorhynchus obscurus </i>"
"14300067","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Lagenorhynchus obscurus </i>"
"14300068","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus peronii</i>","","","","","<i>Delphinapterus</i> <i>Leucorhamphus</i> <i>Tursio </i>","<i>Lagenorhynchus thicolea</i> <i>Lagenorhynchus</i> <i>Lissodelphis</i>","","","",""
"14300069","","","","","","","","","","","","SPECIES","","","","","","","<i>in</i>","","","","","","","","","","","","","","","<i>Lissodelphis borealis </i>"
"14300070","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>leucorhamphus</i>","","","","","<i>Lissodelphis peronii </i>"
"14300071","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Orca</i> <i>Orcaella</i> <i>brevirostris</i> <i>in</i>","","","","","","<i>a</i> <i>Orcaella</i>","","","",""
"14300072","","","","","","","","","","","","SPECIES","","","","<i>in</i>","","","","","","","","","","","","","<i>fluminalis</i>","","","","","<i>Orcaella brevirostris </i>"
"14300073","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus orca</i>","","","","","<i>Gladiator</i> <i>Grampus</i> <i>Ophysia</i> <i>Orca</i>","","","","",""
"14300074","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>ater</i> <i>in</i> <i>capensis</i> <i>glacialis</i> <i>gladiator</i> <i>nanus</i> <i>rectipinna</i> <i>in</i>","<i>O. glacialis</i> <i>O. nanus</i> <i>nomen nudum</i>","","","","<i>Orcinus orca </i>"
"14300075","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Lagenorhynchus electra</i>","","","","","<i>Electra</i>","<i>Lagenorhynchus</i>","","","",""
"14300076","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>asia</i> <i> fusiformis </i> <i> pectoralis </i>","<i>Lagenorhynchus</i>","","","","<i>Peponocephala electra </i>"
"14300077","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Phocaena crassidens</i>","","","","","<i>Neoorca</i>","","","","",""
"14300078","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>destructor</i> <i> meridionalis </i>","","","","","<i>Pseudorca crassidens </i>"
"14300079","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus guianensis</i> <i>Delphinus fluviatilis</i>","","","","","<i>Tucuxa</i>","","","","",""
"14300080","","","","","","","","","","","","SPECIES","","","","","","","<i>In</i>","","","","","","","","","","<i>guianensis</i> <i> pallida </i> <i> tucuxi </i>","<i>S. f. guianensis</i> <i>S. guianensis</i> <i>S. fluviatilis</i>","","","","<i>Sotalia fluviatilis </i>"
"14300081","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Steno lentiginosus</i> <i>Delphinus chinensis</i>","","","","","<i>Stenopontistes</i>","<i>Sotalia</i> <i>a</i>","","","",""
"14300082","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>borneensis</i> <i> huangi </i> <i> lentiginosa </i> <i> plumbea </i> <i> zambezicus</i>","<i>Delphinus malayanus</i> <i>Stenella attenuata</i> <i>borneensis, plumbea</i> <i>lentiginosa</i> <i>a</i> <i>S. chinensis</i> <i>b</i> <i>Stenopontistes zambezicus</i> <i>S. plumbea</i> <i>Sousa huangi</i> <i>Sousa</i> <i>Sousa huangi</i> <i>S. plumbea</i> <i>S. teuszi</i> <i>S. chinensis</i>","","","","<i>Sousa chinensis </i>"
"14300083","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Sousa teuszii </i>"
"14300084","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Steno attenuatus</i>","","","","","<i>Clymene</i> <i>Euphrosyne</i> <i>Fretidelphis </i> <i>Micropia</i> <i>Prodelphinus</i>","<i>Stenella</i>","","","",""
"14300085","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>albirostratus</i> <i>brevimanus</i> <i>capensis</i> <i>consimilis</i> <i>malayanus</i> <i>pseudodelphis</i> <i>punctata</i> <i>velox </i> <i>graffmani</i>","<i>D. dubius</i> <i>nomen nudum</i> <i>dubium</i> <i>attenuatus</i> <i>velox</i> <i>pseudodelphis</i> <i>brevimanus</i> <i>Stenella attenuata</i> <i>S. a.</i> <i>S. a. graffmani</i>","","","","<i>Stenella attenuata </i>"
"14300086","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Stenella attenuata </i>"
"14300087","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Stenella attenuata </i>"
"14300088","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>metis</i> <i>normalis</i>","<i>a</i> <i>a</i> <i>longirostris</i>","","","","<i>Stenella clymene </i>"
"14300089","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>asthenops</i> <i>crotaphiscus</i> <i>euphrosyne</i> <i>styx</i> <i>tethyos</i>","","","","","<i>Stenella coeruleoalba </i>"
"14300090","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>doris</i> <i>froenatus</i> <i>plagiodon </i>","<i>a</i> <i>D. pernettensis</i> <i>D. pernettyi</i> <i>a</i> <i>S. plagiodon</i>","","","","<i>Stenella frontalis </i>"
"14300091","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>alope</i> <i>microps</i> <i>roseiventris</i> <i>centroamericana</i> <i>orientalis</i>","<i>centroamericana, longirostris</i> <i>orientalis</i>","","","","<i>Stenella longirostris </i>"
"14300092","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Stenella longirostris </i>"
"14300093","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Stenella longirostris </i>"
"14300094","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Stenella longirostris </i>"
"14300095","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus rostratus</i> <i>Delphinus bredanenis</i> <i>in</i>","","","","","<i>Glyphidelphis</i>","","","","",""
"14300096","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>compressus</i> <i>frontatus</i> <i>perspicillatus</i> <i>rostratus</i>","<i>Stenopontistes zambezicus</i> <i>Sousa chinensis</i> <i>a</i>","","","","<i>Steno bredanensis </i>"
"14300097","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Delphinus truncatus</i>","","","","","<i>Gadamu</i> <i>Tursio</i>","","","","",""
"14300098","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>nuuanu</i>","<i>Tursiops</i> <i>Tursiops nuuanu</i>","","","","<i>Tursiops aduncus </i>"
"14300099","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>nesarnack</i> <i>gillii</i> <i>ponticus</i> <i>gephyreus</i>","<i>aduncus</i> <i>truncatus</i> <i>nesarnack</i> <i>gillii</i> <i>truncatus</i> <i>nesarnack</i> <i>truncatus</i> <i>nesarnack</i> <i>T. t. truncatus</i> <i>T. t. ponticus</i> <i>T. t. gillii</i> <i>Tursiops gephyreus</i> <i>T. truncatus</i> <i>T. aduncus</i>","","","","<i>Tursiops truncatus </i>"
"14300100","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Tursiops truncatus </i>"
"14300101","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Tursiops truncatus </i>"
"14300102","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Tursiops truncatus </i>"
"14300103","","","","","","","","","","","","FAMILY","","","","","","","","","","","","","","","","","","<i>Orcaella</i>","","","",""
